1 1
33 36 28
10 1 57 47
42 10 66 18
39 36 75 47
44 10 81 57
39 36 64 80
48 48 65 83
49 16 63 38
28 6 43 45
10 34 18 40
33 12 78 35
31 35 32 62
38 24 84 52
21 23 32 44
26 6 50 32
36 49 59 66
38 6 44 7
14 5 57 53
39 22 59 43
21 46 29 56
4 39 25 65
32 47 47 57
37 34 43 60
29 43 63 61
40 20 90 26
42 2 68 36
47 3 74 22
33 30 36 70
24 17 44 25
35 16 50 39
22 49 25 51
38 21 81 50
41 35 83 71
18 18 57 34
14 36 37 37
26 41 43 42
37 7 46 30
25 44 51 92
28 0 72 17
35 46 57 75
12 14 45 46
22 48 57 87
8 40 43 75
2 35 35 75
42 11 87 29
20 16 28 65
2 16 20 56
40 18 55 22
46 36 81 57
18 9 55 37
23 13 25 39
33 15 82 42
43 45 70 59
34 13 49 52
31 28 61 50
45 26 92 71
30 14 45 15
3 29 29 56
27 3 71 16
43 40 62 77
47 1 84 35
0 21 15 55
45 6 95 50
45 37 81 65
1 30 3 35
29 32 41 41
4 20 41 21
4 36 16 40
49 36 90 38
6 36 15 41
9 47 54 55
29 36 64 70
37 39 54 58
28 26 51 61
8 34 56 49
10 20 34 32
15 14 22 36
16 27 19 54
46 35 73 64
12 11 34 12
40 20 43 41
24 4 72 39
46 1 88 8
16 19 38 51
29 4 63 51
35 24 68 58
8 11 18 33
32 23 57 46
27 42 71 46
42 38 90 77
40 44 82 51
12 39 28 81
48 39 92 75
27 19 43 56
26 9 59 19
7 31 42 68
27 39 54 62
25 10 53 26
18 23 26 56
22 26 35 50
7 8 25 44
33 23 63 35
14 20 47 42
16 9 21 55
30 17 79 23
28 22 57 71
37 31 83 41
9 34 19 51
26 1 72 11
24 21 49 60
6 11 50 36
49 22 70 52
21 36 63 86
21 47 30 56
5 18 36 33
39 31 42 48
47 27 80 52
9 14 10 32
46 42 75 88
0 25 17 47
7 22 21 52
24 37 45 67
2 46 10 89
12 8 40 18
11 35 49 56
38 40 41 75
30 29 63 60
0 4 7 12
22 36 49 83
48 27 73 29
31 45 55 89
0 5 6 20
42 36 85 69
44 18 71 43
10 7 11 18
6 18 18 49
39 26 46 65
30 41 35 56
27 9 66 40
43 46 60 82
9 20 42 24
11 30 50 52
38 34 78 82
0 27 5 69
10 31 15 73
10 7 35 47
12 19 29 25
35 43 51 88
0 49 14 61
3 32 35 75
20 41 39 64
22 16 41 50
24 26 72 63
22 26 56 61
1 42 47 79
13 32 51 46
0 24 35 30
17 49 26 88
27 12 68 14
9 34 38 70
28 22 39 23
45 36 94 84
45 35 76 44
17 23 38 43
6 25 54 49
8 13 33 51
15 38 42 65
6 13 30 48
35 36 71 68
35 30 61 62
5 41 23 65
37 44 53 90
12 19 32 42
46 9 79 23
10 39 59 57
23 3 26 12
40 39 81 65
17 6 37 29
37 47 86 74
15 22 60 50
13 2 57 14
25 24 37 63
11 7 25 42
18 43 31 54
4 35 39 57
6 46 51 90
44 21 88 31
39 38 85 42
38 14 79 31
4 4 46 20
4 0 18 25
25 34 71 65
29 1 52 37
16 30 64 43
43 21 48 54
49 37 61 76
2 6 7 15
45 23 58 25
25 28 51 31
20 32 35 33
36 37 73 42
35 16 54 47
22 15 62 39
1 13 6 19
8 13 28 19
31 9 70 18
14 13 54 48
3 36 49 77
33 46 58 68
44 1 58 20
4 43 23 49
23 12 31 46
28 41 56 54
16 20 17 51
39 16 73 61
31 34 37 51
29 37 61 63
46 45 88 46
9 8 48 41
45 16 68 41
0 36 8 55
9 0 18 1
44 44 61 72
23 43 55 46
14 29 46 42
22 12 47 44
13 16 36 25
45 34 80 82
43 15 66 18
31 4 47 32
33 4 82 12
31 11 79 57
30 9 72 14
17 38 40 69
46 41 51 85
40 40 68 74
0 37 6 71
22 10 64 19
41 17 58 43
15 22 46 69
23 0 56 42
6 23 47 26
46 46 61 83
44 19 81 64
44 29 51 48
49 28 89 72
5 18 51 39
28 18 71 20
24 42 46 73
11 33 30 42
34 44 66 73
17 22 34 36
24 34 28 61
42 21 55 71
10 22 52 61
33 39 76 48
13 38 48 66
4 37 28 76
4 17 38 42
1 39 43 66
45 4 69 44
36 41 62 88
16 36 30 86
7 7 35 31
11 0 60 16
21 6 61 35
22 4 46 31
16 2 60 14
17 3 24 7
31 1 76 49
9 48 49 65
16 39 23 70
6 47 48 77
32 7 36 15
28 33 40 79
5 8 43 33
43 29 55 56
5 25 36 42
21 33 45 71
31 19 56 57
18 17 36 20
22 9 47 11
38 48 81 94
29 19 36 44
18 2 67 28
30 42 58 44
1 40 29 75
3 22 14 46
29 26 69 28
15 4 51 10
30 0 33 12
9 38 29 68
17 6 58 56
18 0 19 22
27 5 69 39
3 6 33 39
20 33 53 72
20 43 59 46
42 13 89 15
17 32 19 68
44 36 84 49
39 35 77 55
30 2 73 36
22 15 33 60
45 32 46 50
40 19 69 53
24 36 59 78
38 28 58 61
10 46 26 48
4 20 36 55
25 19 50 67
35 44 70 77
36 49 63 77
4 12 23 43
4 22 5 65
19 26 22 58
17 33 40 55
5 7 11 39
30 30 57 48
12 49 37 99
1 28 2 36
18 38 61 63
42 17 55 32
14 45 58 80
16 7 47 31
36 4 52 23
43 35 79 42
11 7 48 22
36 22 74 29
29 30 42 52
24 37 74 78
43 24 79 36
15 36 48 40
49 21 91 64
28 48 37 88
46 4 54 39
44 42 73 66
40 47 64 64
24 6 61 24
21 30 53 70
15 42 33 57
10 6 27 47
26 29 34 55
16 9 52 21
15 36 18 42
27 23 63 25
22 21 53 65
13 34 17 63
22 42 52 77
45 24 46 48
9 48 16 75
41 37 52 45
14 14 40 56
11 44 50 78
18 28 34 62
21 11 35 55
44 28 50 68
7 14 10 32
10 45 26 48
27 11 62 53
9 34 35 57
15 5 44 41
46 18 83 36
1 12 31 58
36 36 79 81
47 13 50 21
17 9 26 54
42 35 65 39
48 26 70 42
0 1 34 48
19 15 39 38
1 17 31 55
22 33 28 53
8 26 55 52
4 22 43 71
10 4 20 15
31 26 62 58
13 29 41 65
48 7 95 57
25 37 53 85
32 18 53 59
17 18 65 42
35 24 76 72
49 10 78 43
10 15 49 41
15 10 62 26
42 15 63 36
47 17 50 49
24 24 63 68
35 19 78 40
34 19 78 55
23 18 53 52
17 8 51 43
30 0 52 23
41 44 57 85
19 23 34 67
2 39 50 77
41 9 50 35
1 11 32 38
10 9 40 39
14 14 34 59
40 19 57 53
33 25 47 28
27 47 77 79
48 18 85 59
44 15 74 63
10 23 39 44
7 1 40 24
4 18 20 63
33 30 71 47
3 20 9 53
6 14 25 20
6 45 41 47
14 0 27 25
41 46 66 47
8 24 56 37
15 9 59 58
32 17 74 55
48 20 86 26
7 10 42 25
18 17 26 52
19 8 37 21
43 13 50 16
6 16 44 38
30 21 58 37
20 2 59 22
28 24 51 60
8 49 45 77
43 11 60 26
36 27 59 57
28 33 69 70
27 7 30 18
31 25 63 28
21 21 49 71
0 35 48 46
33 37 70 64
5 40 7 82
25 20 45 26
9 42 16 82
8 49 10 89
32 41 57 48
3 5 18 11
11 16 54 61
31 22 37 59
6 27 22 61
34 39 84 86
7 35 39 51
32 7 67 25
10 23 59 39
15 21 46 48
25 23 65 30
44 42 90 46
12 36 34 86
22 45 50 76
8 47 39 91
16 10 21 39
5 43 41 64
15 48 32 91
7 48 29 53
19 7 62 39
15 30 61 69
23 20 49 52
7 26 27 50
24 3 63 35
23 3 73 45
17 33 19 59
23 29 56 72
26 23 65 66
33 32 40 41
31 42 36 84
23 14 42 64
7 32 28 63
19 23 55 62
37 15 45 26
41 4 86 22
34 11 62 30
35 26 81 44
49 8 70 34
39 24 64 71
46 28 56 46
44 6 49 38
11 43 33 48
18 23 66 26
27 22 63 35
30 29 32 62
21 7 61 18
16 8 50 21
42 30 82 68
43 20 80 27
9 12 24 40
11 30 47 69
22 1 27 7
5 37 38 65
24 39 69 80
29 2 78 27
39 11 72 46
20 40 54 71
47 9 50 21
39 49 81 62
46 17 49 19
35 30 40 42
0 1 21 33
20 5 24 15
38 43 57 54
2 42 38 92
39 12 44 41
45 40 58 82
16 45 24 49
13 14 39 30
47 47 63 67
21 28 24 40
21 21 45 45
10 24 27 74
20 30 58 46
1 9 22 27
30 23 37 69
33 11 71 43
3 0 12 27
10 37 42 71
6 8 17 28
26 20 60 69
22 16 23 40
23 42 49 48
31 0 47 15
5 47 19 58
23 36 24 73
33 19 59 59
35 8 64 23
13 14 45 50
31 10 62 15
5 11 10 50
20 5 33 33
27 37 30 39
2 37 26 73
48 27 55 63
36 1 74 51
18 36 35 39
46 8 93 13
1 42 22 66
34 0 84 12
2 12 42 19
12 44 62 57
8 47 32 92
12 44 62 78
17 35 48 49
29 19 73 52
13 7 28 55
13 11 23 29
48 24 72 35
25 24 46 58
45 29 67 37
22 40 48 80
6 5 34 43
21 19 46 56
38 36 67 41
37 21 85 57
22 47 70 95
17 32 39 47
44 24 57 44
39 8 54 54
42 34 58 50
42 1 48 34
33 36 71 57
36 7 45 17
5 8 10 34
27 39 71 62
5 41 21 88
30 42 32 67
19 39 48 51
34 45 77 63
30 40 63 59
40 27 88 75
4 22 41 56
29 7 44 44
29 32 78 44
2 37 29 61
5 36 32 78
21 8 53 12
13 21 62 27
46 5 96 8
37 35 67 54
43 6 87 32
43 38 84 86
17 20 44 45
4 15 11 43
40 30 66 36
24 11 27 34
1 26 18 67
45 8 57 50
6 18 23 19
6 49 15 75
36 49 57 93
28 20 45 41
44 26 46 45
3 42 43 49
7 48 28 53
31 45 40 86
24 40 40 71
26 6 66 19
11 5 19 48
26 12 55 33
29 40 70 75
29 40 62 77
2 41 41 77
48 25 87 48
6 2 24 35
9 46 20 67
20 14 23 61
30 16 60 28
19 45 26 95
40 37 78 82
27 29 56 55
19 47 27 73
24 7 26 41
12 6 18 39
9 30 32 72
1 2 48 24
4 22 52 67
34 38 44 50
38 38 58 48
26 34 62 38
37 36 81 38
48 35 93 44
17 49 33 68
11 41 16 57
3 11 17 50
23 1 73 15
18 22 59 70
27 0 36 15
1 17 40 19
33 11 36 14
17 20 29 51
17 47 32 68
27 10 36 13
9 17 22 48
4 27 44 61
49 0 79 1
17 4 35 7
22 4 38 46
28 22 56 68
41 16 63 37
32 23 59 67
40 23 81 70
32 30 35 62
31 34 62 36
47 3 86 25
3 13 14 46
37 27 75 56
10 48 54 91
22 36 46 49
14 9 26 58
14 29 54 77
21 48 35 69
1 42 6 50
14 39 20 41
42 31 61 34
14 47 46 84
5 0 41 22
46 19 56 30
0 10 49 32
14 42 23 60
12 24 49 53
41 29 57 65
36 39 49 40
44 38 83 88
23 22 62 43
0 32 42 35
41 26 84 34
1 25 22 41
6 44 56 92
17 34 43 38
38 3 64 36
14 33 58 71
33 7 39 43
48 38 89 80
32 49 47 85
36 3 61 46
25 41 73 84
24 47 50 60
0 44 3 59
45 4 75 36
36 16 48 51
3 26 8 65
20 25 48 32
1 0 30 29
27 23 69 26
18 14 39 34
23 35 35 56
40 1 82 29
5 13 24 22
24 48 66 96
18 5 43 27
2 0 9 31
49 32 73 51
45 39 94 60
9 41 36 44
18 31 63 55
14 33 59 73
36 38 69 45
8 28 52 41
1 42 32 44
5 19 32 20
27 21 38 58
36 38 51 43
10 29 30 55
16 16 32 21
47 10 52 18
49 19 90 21
20 2 35 28
42 28 66 48
33 6 35 28
17 28 64 56
18 4 26 39
22 40 43 62
26 28 27 57
41 29 42 43
14 41 48 50
8 28 28 72
20 14 57 54
32 16 75 19
0 38 22 63
43 48 72 71
29 0 56 23
28 37 60 82
14 3 43 28
49 17 81 39
17 10 49 12
24 6 52 33
0 2 45 48
23 19 24 22
29 26 49 34
2 2 16 19
44 42 50 86
38 15 48 23
41 10 69 28
4 43 21 50
11 4 57 39
48 38 72 66
43 34 60 82
31 14 70 40
45 21 54 55
18 42 57 52
15 26 19 49
21 30 43 63
18 18 53 35
8 43 17 47
24 0 55 7
18 33 35 48
25 49 30 93
42 4 85 15
47 32 80 51
5 3 18 27
47 42 69 50
30 10 68 17
17 12 30 49
29 2 76 9
2 49 6 97
45 7 51 52
37 15 79 58
3 17 22 20
41 9 51 33
47 30 69 47
36 4 81 20
40 23 47 69
10 42 35 50
29 4 31 23
42 10 62 56
37 0 67 29
41 4 53 45
35 6 70 28
28 38 40 60
19 16 31 48
35 39 46 56
11 34 55 38
14 0 61 2
25 31 26 50
12 8 48 58
19 20 37 21
28 21 39 71
21 31 61 40
49 24 72 35
17 13 26 45
4 34 18 66
16 0 32 31
3 29 12 54
25 24 75 30
11 7 59 40
36 42 75 78
12 45 29 77
26 14 37 45
24 11 73 54
15 22 27 41
22 45 24 95
2 5 22 19
17 47 32 51
4 41 44 58
5 49 44 81
49 13 63 39
13 17 40 46
40 49 80 62
42 13 89 58
15 9 36 44
34 38 41 77
45 6 77 9
19 35 25 54
18 45 19 79
26 14 41 33
3 30 19 78
11 41 58 68
16 11 17 13
8 41 10 47
34 9 83 13
3 24 48 49
46 7 66 33
34 43 58 83
38 37 65 87
22 28 53 69
33 41 75 83
42 47 78 74
33 31 40 70
3 12 9 62
27 26 50 40
45 2 66 37
46 35 88 56
22 10 36 16
4 48 9 95
39 24 85 47
4 10 11 18
13 8 39 49
49 3 85 48
7 30 16 34
49 23 66 47
29 30 65 65
39 32 69 61
26 2 36 33
17 39 33 70
40 23 41 63
37 35 66 80
36 49 53 88
32 13 57 25
9 47 56 97
25 29 58 33
41 34 74 43
47 40 73 80
25 30 41 43
44 8 60 41
31 22 39 38
31 29 68 73
32 42 59 52
8 14 30 16
5 9 6 14
26 43 29 47
17 18 41 32
41 46 68 69
34 40 55 58
6 10 26 51
47 1 52 10
28 9 45 43
16 38 38 83
23 48 57 91
9 6 26 7
42 24 47 53
24 48 39 82
33 25 42 59
13 41 41 85
45 26 46 40
21 8 38 55
2 41 11 53
24 11 72 30
3 49 39 77
0 10 48 46
7 18 46 41
15 15 27 28
12 25 57 61
12 34 48 49
43 25 69 45
24 40 61 68
24 4 64 31
38 13 56 59
5 20 40 43
45 36 81 44
31 45 45 90
49 8 79 53
4 16 41 47
24 7 31 56
45 26 59 62
32 30 73 70
24 13 27 33
38 29 88 51
13 15 40 30
5 10 32 22
12 41 39 80
32 39 33 69
13 14 29 61
7 35 55 67
49 3 99 43
0 11 35 27
12 31 41 49
6 30 49 51
18 9 42 13
23 34 72 71
13 34 63 58
48 6 71 56
23 41 33 65
45 41 50 49
32 26 55 68
14 11 23 47
31 40 52 45
18 43 43 78
25 7 55 31
1 25 15 52
25 2 42 25
22 32 66 39
15 47 26 80
19 19 29 22
29 9 39 10
33 34 38 44
33 34 77 72
8 13 20 49
29 8 45 10
8 8 51 35
2 8 8 32
14 26 42 73
38 46 74 68
41 32 74 57
25 11 45 47
30 21 58 34
42 13 74 17
23 29 45 57
29 1 69 45
18 39 48 46
16 29 54 37
19 33 32 80
33 32 81 48
24 27 30 46
38 21 80 33
14 40 17 84
43 39 87 51
22 17 53 58
18 47 66 87
11 36 45 81
30 11 51 16
27 22 67 38
32 28 79 75
0 40 21 85
14 7 46 46
11 29 37 61
24 21 53 59
11 31 21 75
31 47 74 56
33 25 56 41
18 12 22 33
25 14 30 54
37 30 60 79
49 30 59 56
39 12 41 16
12 46 58 90
39 1 86 25
18 40 45 79
31 10 36 17
10 48 38 96
1 46 30 47
39 27 68 58
31 33 71 77
36 36 69 62
30 0 68 49
15 38 57 87
47 6 96 15
25 5 32 34
34 28 38 54
31 6 39 19
48 5 90 40
23 12 65 16
30 3 45 51
7 47 51 53
44 13 51 35
12 0 33 50
24 24 55 30
38 18 69 55
22 23 48 71
17 3 53 53
49 49 58 57
2 12 49 59
2 19 30 35
47 14 67 36
0 29 41 68
21 26 69 72
24 42 74 86
34 43 82 80
6 43 49 52
40 6 48 50
34 10 60 42
47 5 74 53
16 37 51 77
33 34 49 42
17 1 47 3
26 39 73 74
38 44 73 73
41 23 44 51
30 9 64 37
11 26 28 55
0 19 16 55
30 42 35 90
35 1 81 15
41 0 84 32
27 12 72 31
47 46 83 74
21 4 29 39
25 14 58 42
47 12 82 42
40 29 47 55
2 40 33 86
22 29 63 31
35 20 77 55
28 13 47 63
25 36 45 39
1 29 2 78
34 29 76 54
49 1 58 3
40 49 85 63
34 14 63 36
21 7 58 57
4 1 25 33
39 33 77 74
37 40 52 63
5 48 26 54
30 8 33 30
46 36 56 69
39 6 42 17
39 10 53 56
34 29 48 53
0 16 15 54
29 11 38 48
28 43 41 55
14 32 19 45
13 44 32 50
20 15 21 27
16 7 44 8
40 25 79 68
2 32 46 66
2 20 46 53
7 43 23 67
19 35 47 71
45 40 78 57
34 29 42 30
37 2 74 30
26 20 57 50
23 14 26 42
47 12 82 20
2 30 10 52
35 8 54 39
2 48 3 85
8 37 37 83
16 24 58 68
21 24 68 72
0 26 39 27
25 7 64 35
46 0 86 32
9 13 19 25
9 48 22 68
40 16 78 25
28 1 72 4
39 49 67 90
16 42 42 84
16 18 18 31
40 45 59 48
29 13 38 55
20 10 34 23
0 23 28 55
20 33 47 45
4 3 39 24
11 13 57 41
46 41 80 81
3 41 42 75
47 24 52 44
18 34 55 55
15 1 23 39
33 49 70 87
22 9 25 46
0 15 25 62
9 37 17 51
47 48 76 93
35 14 60 18
10 25 59 52
7 13 37 54
17 30 32 71
17 26 59 46
16 15 58 43
0 40 4 89
33 44 72 63
14 23 25 49
8 3 58 21
28 8 45 56
33 37 74 38
31 21 47 71
9 27 46 37
41 9 61 37
10 45 15 70
14 49 34 75
20 42 23 43
21 47 24 52
42 6 80 33
2 27 32 39
15 23 20 33
24 36 59 71
40 10 74 16
4 32 15 57
14 26 41 64
31 43 56 67
11 1 13 17
30 27 60 76
33 9 36 19
36 45 84 73
30 34 37 70
18 11 37 44
44 22 83 48
12 1 28 27
19 40 22 90
31 49 51 67
23 28 32 39
5 39 30 76
32 23 56 24
43 34 80 72
24 15 31 54
24 13 43 57
20 44 27 49
27 23 72 25
2 13 4 24
27 48 30 58
27 9 49 30
7 9 52 44
2 22 27 49
42 21 81 37
46 21 63 47
12 26 57 41
45 26 85 52
43 34 68 55
47 42 94 50
42 41 45 86
28 23 44 47
5 38 50 40
12 27 24 52
5 41 11 44
47 27 67 68
44 13 59 55
10 48 16 51
9 46 51 85
7 11 29 24
16 16 18 47
12 7 58 25
0 21 1 71
19 42 69 58
13 7 19 31
12 27 20 50
49 12 73 19
45 20 69 34
24 45 61 82
31 5 36 40
4 33 31 60
27 41 53 84
32 17 81 65
6 21 51 29
20 13 54 31
6 30 40 63
22 18 50 24
32 39 58 78
1 14 27 46
0 23 9 59
6 32 48 47
35 21 39 27
36 24 73 69
22 26 29 71
34 49 81 68
21 6 63 31
16 5 40 24
31 5 61 45
22 6 60 16
42 17 72 48
16 24 58 65
48 34 51 67
48 0 84 22
28 46 37 91
31 15 35 30
32 4 53 11
10 16 21 21
39 35 73 43
24 47 34 70
14 6 46 19
19 36 28 84
17 44 50 45
37 15 49 38
33 28 53 74
31 0 76 21
27 28 63 33
46 26 74 37
11 25 47 56
43 29 55 42
45 13 71 46
38 6 69 29
49 17 85 50
29 4 49 14
4 13 37 17
12 13 54 37
26 3 67 24
3 32 38 33
12 33 60 34
27 22 67 51
26 10 69 17
11 17 27 36
49 21 80 33
21 34 58 83
27 20 67 51
24 31 27 68
0 36 17 64
7 6 19 43
5 42 24 61
33 36 45 70
41 46 49 61
46 12 78 36
20 5 53 52
37 34 76 72
6 16 30 33
34 2 59 44
43 9 88 36
5 11 52 60
5 12 14 14
41 26 69 38
11 10 46 59
22 37 67 69
17 47 22 51
30 44 80 68
45 2 50 5
2 0 18 8
23 11 38 28
41 30 79 36
23 3 64 52
34 29 78 34
49 9 76 39
25 5 30 28
10 24 18 37
24 19 51 20
40 16 73 51
22 39 69 85
36 43 81 67
39 29 62 68
0 18 39 46
42 49 68 54
34 16 58 25
49 8 88 51
20 28 46 73
23 40 43 51
13 35 49 41
10 43 25 54
4 38 18 88
38 3 76 26
13 33 34 48
10 6 52 39
18 27 55 70
5 4 25 26
4 26 44 43
5 27 25 37
35 8 53 32
6 48 19 68
34 36 66 83
22 28 67 72
31 35 39 72
26 9 66 43
28 49 64 85
7 44 36 87
45 17 49 22
17 25 33 29
48 49 60 73
6 16 34 54
35 25 39 39
42 46 78 69
22 7 71 39
28 23 30 48
6 30 50 56
10 28 16 38
17 34 45 58
5 12 6 55
3 7 41 55
24 19 29 67
4 28 33 61
31 8 36 49
49 15 88 25
46 20 91 34
21 38 26 67
6 20 9 32
39 8 68 25
34 15 64 56
9 22 53 64
49 31 83 32
23 10 70 30
40 32 73 47
39 42 62 88
24 9 40 26
45 32 63 64
49 21 97 30
42 1 88 46
28 44 61 47
31 21 38 45
41 37 48 68
30 27 61 33
45 23 82 66
6 23 12 31
4 15 49 62
41 40 61 61
1 24 39 59
43 8 89 43
3 16 49 51
27 41 72 66
32 16 47 57
21 47 61 73
35 21 51 49
34 49 49 87
1 22 25 69
20 31 53 56
27 10 77 16
43 31 45 58
17 18 66 57
39 13 56 39
31 4 68 22
0 4 4 8
26 2 55 49
10 22 46 61
34 45 69 74
35 6 64 11
26 42 51 59
42 43 50 69
44 42 94 89
2 0 50 31
27 28 30 67
37 28 39 52
35 1 59 25
3 29 13 60
36 48 59 77
29 4 73 30
42 22 91 69
45 26 70 50
28 13 33 31
7 40 49 86
16 20 59 40
3 1 53 41
21 20 71 24
44 28 71 65
24 32 27 55
26 47 37 52
15 21 26 46
1 19 14 39
6 38 46 48
41 1 82 14
41 17 65 54
49 22 98 48
0 47 8 75
17 31 64 66
6 11 10 21
17 28 48 52
22 34 42 48
9 27 47 28
10 38 58 50
45 37 59 83
20 22 57 62
33 26 40 68
11 1 49 30
19 1 51 43
0 6 38 18
25 14 62 52
33 49 36 78
15 23 54 61
26 27 75 37
4 3 8 19
40 45 47 55
37 3 86 44
35 3 47 14
47 0 65 31
20 8 70 46
37 25 72 39
32 25 35 64
7 5 38 55
36 10 37 36
48 17 64 53
27 48 49 73
38 5 87 16
49 48 65 87
49 3 73 37
27 21 56 58
8 35 37 82
30 22 78 53
13 16 53 57
12 14 27 16
14 13 36 27
37 1 49 40
36 22 41 38
35 1 81 47
26 42 65 49
36 37 53 87
7 39 11 60
19 23 25 59
29 48 66 67
0 6 2 45
5 6 36 49
28 38 38 43
48 10 81 45
0 35 48 43
2 29 29 53
33 8 36 21
41 30 48 72
9 31 49 49
19 9 57 57
47 3 97 49
33 31 48 65
13 43 32 60
46 39 71 69
29 44 30 65
8 13 33 32
15 35 60 71
34 34 81 66
46 28 85 60
4 17 16 35
31 35 44 63
36 6 64 22
27 35 28 73
27 5 76 48
45 29 88 59
39 12 56 50
6 18 47 29
3 29 39 64
47 11 65 48
44 1 64 25
22 10 62 60
37 43 56 78
10 13 36 63
41 38 67 86
17 9 25 30
44 4 83 49
5 30 23 32
37 26 71 36
22 10 62 23
7 46 13 66
30 21 43 45
39 22 49 32
16 29 48 43
20 7 57 35
5 31 45 74
22 3 30 51
46 9 62 15
21 25 29 29
21 27 70 39
7 22 9 49
33 39 35 45
39 32 88 80
39 41 55 55
23 10 69 32
12 29 34 65
29 39 36 40
4 13 23 25
19 37 55 42
39 9 68 40
28 27 73 45
9 31 29 66
16 6 60 35
15 14 53 59
43 46 49 96
23 12 36 57
47 49 48 88
30 19 41 29
4 26 53 41
17 48 27 82
3 14 10 33
43 14 72 53
33 37 44 46
22 4 23 27
2 10 8 45
16 43 48 64
30 36 53 84
31 33 67 68
43 2 91 40
27 27 46 40
29 22 47 26
19 27 46 49
34 5 75 6
21 20 23 24
23 3 31 8
44 41 83 79
37 26 83 41
14 28 19 74
21 0 22 43
28 13 57 26
20 14 41 58
23 47 59 94
44 3 45 42
38 27 85 53
41 41 46 47
10 2 30 36
21 25 25 27
33 16 74 20
12 46 45 83
19 34 63 48
45 3 85 39
35 12 69 40
37 34 41 84
24 32 62 80
40 1 50 25
49 26 69 38
1 49 26 71
18 34 53 50
25 1 66 13
23 38 37 51
19 11 42 57
11 43 57 45
4 26 51 32
15 18 18 35
29 37 50 85
4 14 29 46
16 42 32 82
31 3 64 4
7 45 24 64
11 20 52 38
36 24 85 26
3 20 46 53
12 29 22 48
33 0 77 2
11 42 56 85
27 44 73 79
11 2 51 27
32 41 57 60
23 22 39 49
10 8 53 33
1 45 41 83
34 38 80 86
41 39 73 58
28 4 64 45
27 14 35 24
33 29 42 36
23 34 25 70
43 10 88 58
33 34 39 55
2 17 25 61
5 14 15 49
44 26 63 48
27 32 68 44
48 19 61 44
13 9 20 19
0 6 22 43
26 6 67 37
14 26 40 47
34 6 75 38
8 4 41 43
24 49 62 73
49 49 70 62
26 21 35 49
30 15 60 24
19 39 43 74
48 6 64 42
7 16 22 34
46 5 67 26
7 45 12 54
25 23 70 25
5 30 52 66
26 45 72 91
18 31 55 51
3 4 43 15
3 28 26 30
42 22 76 25
40 12 60 30
14 20 50 40
32 6 34 17
48 5 50 25
40 38 80 82
28 4 73 39
16 35 49 46
17 14 27 22
29 26 57 72
14 16 62 65
48 8 71 57
25 17 42 33
5 9 13 45
3 21 19 41
49 32 57 49
18 26 67 76
27 44 30 87
49 42 60 92
34 0 36 13
19 29 39 56
27 11 68 42
5 2 39 7
42 23 79 34
34 10 84 23
3 6 10 10
19 4 68 10
1 19 6 40
24 46 74 50
41 33 52 81
45 3 83 41
25 49 52 60
27 24 39 56
20 36 51 76
28 44 69 75
45 2 60 24
15 24 65 31
11 5 21 12
47 45 57 68
37 34 84 52
8 48 17 77
38 19 75 39
26 1 42 25
31 44 35 91
4 5 25 21
30 21 41 51
21 3 40 13
15 26 54 50
46 3 73 41
12 6 37 47
39 16 49 38
12 19 25 39
33 34 58 48
35 44 44 51
26 17 74 59
35 16 81 51
21 21 43 57
45 28 75 66
38 8 83 11
8 21 36 63
2 6 9 46
16 45 17 88
48 36 62 72
10 19 15 52
28 19 71 43
21 10 69 20
43 12 64 17
48 47 84 50
41 41 46 49
6 2 45 9
3 44 44 59
44 46 58 69
6 48 24 78
17 39 28 50
33 14 37 46
38 35 51 68
18 41 45 68
14 35 60 54
35 32 65 65
44 6 75 9
49 32 54 49
17 27 41 28
28 33 72 52
7 2 28 30
46 6 91 19
39 32 81 60
22 9 39 28
48 21 64 70
22 14 28 56
30 43 74 54
39 28 68 75
48 26 80 73
27 8 60 27
23 45 67 93
11 17 18 28
24 10 65 59
45 39 70 67
20 37 53 47
12 7 29 18
49 6 83 35
15 46 30 87
9 39 54 61
2 33 10 60
47 24 91 70
17 22 33 62
49 0 60 12
28 21 37 51
43 7 71 17
44 1 50 7
1 26 43 33
0 32 10 80
2 42 12 65
26 13 44 40
29 39 44 47
22 38 36 54
42 26 90 63
4 44 35 51
23 12 44 36
32 20 79 57
7 10 23 45
32 12 57 26
38 20 42 33
16 29 27 39
9 47 18 61
38 21 80 33
14 34 50 81
34 34 41 76
23 27 69 35
21 20 61 30
45 23 88 35
4 20 7 34
10 27 31 28
11 11 60 37
36 23 84 44
6 11 17 41
5 39 47 66
32 37 42 65
4 39 17 48
14 22 26 50
31 27 33 71
49 20 91 58
38 7 85 52
6 26 28 40
12 41 28 86
26 22 57 55
42 41 56 50
24 37 40 44
16 1 32 19
8 5 30 54
19 43 32 69
33 40 55 88
38 42 72 57
13 49 30 57
29 16 70 20
5 9 9 31
20 38 31 69
34 29 80 33
8 31 31 75
45 43 69 77
7 49 43 72
3 30 52 63
40 37 89 83
3 18 51 45
9 6 19 52
4 49 40 64
9 10 42 15
5 39 9 54
40 37 82 81
41 27 61 60
19 29 34 52
11 48 60 72
9 18 17 32
42 30 62 35
1 10 42 20
45 25 46 61
43 30 56 65
33 16 41 19
21 27 70 63
48 10 76 18
34 22 63 52
0 33 3 37
44 12 88 52
45 24 84 63
2 23 7 62
13 42 55 78
